id_commande;id_client;date_commande;id_produit;quantite;prix_unitaire_applique;statut;mode_livraison;motif_annulation
CMD002120;C0016;2025-07-07;12;1.5;3.50;livrée;point_relais;
CMD002120;C0016;2025-07-07;31;2;1.20;livrée;point_relais;
CMD002120;C0016;2025-07-07;11;1.5;3,20;livrée;point_relais;
CMD002121;C0016;2025-07-08;32;1;2.20;livrée;point_relais;
CMD002121;C0016;2025-07-08;18;1;4.20;Livrée;point_relais;
CMD002121;C0016;2025-07-08;8;0,5;2.60;LIVREE;point_relais;
CMD002121;C0016;08/07/2025;27;1;3.40;Livrée;point_relais;
CMD002121;C0016;08/07/2025;13;3;5,40;Livree;point_relais;
CMD002122;C0023;2025-07-08;27;1;3.40;Livrée;domicile;
CMD002122;C0023;2025-07-08;4;0.5;2.10;LIVREE;Domicile;
CMD002123;C0188;2025-07-08;11;2;3.20;livrée;domicile;
CMD002123;C0188;08/07/2025;6;2;1.40;Livrée;domicile;
CMD002123;C0188;2025-07-08;20;4;8.69;livrée;domicile;
CMD002124;C0185;08/07/2025;22;3;5.09;LIVREE;domicile;
CMD002124;C0185;2025-07-08;3;2;3.60;Livrée;domicile;
CMD002125;C0216;2025-07-08;15;1.5;5,80;livrée;point_relais;
CMD002126;C0174;2025-07-08;5;0,5;1.90;LIVREE;domicile;
CMD002126;C0174;2025-07-08;24;3;5,94;livrée;domicile;
CMD002127;C0053;08/07/2025;26;2;8,90;Livree;point_relais;
CMD002127;C0053;2025-07-08;10;0.5;2.90;Livrée;point_relais;
CMD002128;C0172;2025-07-09;29;0,5;28.00;LIVREE;point_relais;
CMD002128;C0172;2025-07-09;37;4;3.10;Livree;point_relais;
CMD002128;C0172;2025-07-09;1;2;4.20;Livrée;point_relais;
CMD002128;C0172;2025-07-09;19;2;7,95;Livrée;point_relais;
CMD002129;C0016;09-07-25;11;3;3.20;Livree;point_relais;
CMD002129;C0016;2025-07-09;9;1.5;9,00;LIVREE;point_relais;
CMD002129;C0016;2025-07-09;4;3;2.10;livrée;Point_relais;
CMD002130;C0205;2025-07-09;26;2;8.90;Livrée;domicile;
CMD002131;C0207;2025-07-09;2;3;2.80;livrée;retrait_ferme;
CMD002132;C0070;2025-07-09;33;3;4.45;livrée;domicile;
CMD002133;C0080;09-07-25;7;2;4.50;livrée;point_relais;
CMD002134;C0300;09/07/2025;15;2;5,80;Livrée;point_relais;
CMD002134;C0300;2025-07-09;5;1;1,90;Livrée;point_relais;
CMD002134;C0300;2025-07-09;8;0.5;2.60;Livree;point_relais;
CMD002134;C0300;2025-07-09;2;1;2,80;Livrée;point_relais;
CMD002135;C0032;2025-07-09;29;0.2;28.00;livrée;domicile;
CMD002135;C0032;2025-07-09;5;3;1,90;LIVREE;domicile;
CMD002136;C0187;2025-07-09;1;1;4.20;annulee;domicile;paiement refusé
CMD002136;C0187;2025-07-09;23;3;13.25;annulée;domicile;paiement refusé
CMD002136;C0187;09/07/2025;3;0,5;3,60;Annulée;domicile;paiement refusé
CMD002136;C0187;2025-07-09;18;1;4.20;annulée;domicile;paiement refusé
CMD002136;C0187;2025-07-09;24;3;5.94;annulee;domicile;paiement refusé
CMD002137;C0272;2025-07-09;15;1;5.80;Livrée;retrait_ferme;
CMD002137;C0272;09-07-25;5;1;1,90;livrée;retrait_ferme;
CMD002137;C0272;2025-07-09;20;4;8.69;livrée;retrait_ferme;
CMD002138;C0224;2025-07-09;19;2;7.95;LIVREE;point_relais;
CMD002139;C0080;2025-07-10;37;1;3,10;livrée;domicile;
CMD002139;C0080;2025-07-10;2;2;2,80;livrée;domicile;
CMD002140;C0282;2025-07-10;16;1.5;8,50;Livree;point_relais;
CMD002141;C0107;10/07/2025;27;1;3,40;LIVREE;domicile;
CMD002142;C0045;2025-07-10;14;1,5;4.90;Livrée;domicile;
CMD002142;C0045;2025-07-10;10;3;2,90;livrée;domicile;
CMD002143;C0190;2025-07-10;34;2;5.09;livrée;point_relais;
CMD002143;C0190;2025-07-10;2;0.5;2.80;LIVREE;point_relais;
CMD002143;C0190;2025-07-10;12;3;3.50;Livree;point_relais;
CMD002143;C0190;2025-07-10;32;3;2,20;Livrée;point_relais;
CMD002143;C0190;10/07/2025;16;3;8,50;Livrée;point_relais;
CMD002144;C0282;2025-07-10;1;1;4,20;livrée;domicile;
CMD002144;C0282;2025-07-10;16;1;8,50;Livrée;domicile;
CMD002145;C0075;2025-07-10;36;2;5,51;Livrée;domicile;
CMD002145;C0956;2025-07-10;12;1;3,50;Livree;domicile;
CMD002145;C0075;2025-07-10;10;1.5;2.90;Livrée;domicile;
CMD002145;C0972;2025-07-10;2;3;2.80;Livree;domicile;
CMD002146;C0016;2025-07-10;9;2;9.00;Livree;retrait_ferme;
CMD002147;C0187;2025-07-11;14;3;4,90;Livrée;retrait_ferme;
CMD002147;C0187;2025-07-11;29;0.2;28.00;Livrée;retrait_ferme;
CMD002148;C0162;2025-07-11;3;2;3.60;LIVREE;domicile;
CMD002148;C0162;2025-07-11;4;3;2.10;LIVREE;domicile;
CMD002148;C0162;11/07/2025;21;4;10.49;livrée;domicile;
CMD002149;C0006;2025-07-11;7;1;4,50;livrée;domicile;
CMD002150;C0271;2025-07-11;17;1;3.00;livrée;domicile;
CMD002150;C0271;2025-07-11;15;1;5.80;livrée;domicile;
CMD002150;C0271;11/07/2025;16;2;8,50;Livrée;domicile;
CMD002151;C0005;2025-07-11;12;1;3,50;livrée;point_relais;
CMD002151;C0005;2025-07-11;31;1;1,20;Livree;point_relais;
CMD002152;C0151;11-07-25;39;3;5,19;Livrée;domicile;
CMD002152;C0151;2025-07-11;8;3;2.60;Livree;domicile;
CMD002153;C0053;2025-07-11;3;2;3,60;livrée;retrait_ferme;
CMD002153;C0053;2025-07-11;3;2;3,60;livrée;retrait_ferme;
CMD002153;C0053;11-07-25;30;0.2;24.00;livrée;retrait_ferme;
CMD002153;C0053;2025-07-11;4;3;2.10;LIVREE;retrait_ferme;
CMD002154;C0168;11/07/2025;16;1.5;8.50;livrée;point_relais;
CMD002154;C0168;2025-07-11;13;2;5.40;LIVREE;point_relais;
CMD002154;C0168;2025-07-11;7;2;4,50;Livree;point_relais;
CMD002154;C0168;11/07/2025;31;3;1.20;Livrée;Point_relais;
CMD002154;C0168;11/07/2025;5;3;1.90;Livrée;point_relais;
CMD002155;C0263;12-07-25;3;1;3,60;livrée;point_relais;
CMD002155;C0263;2025-07-12;2;3;2,80;Livrée;point_relais;
CMD002155;C0263;2025-07-12;5;1.5;1,90;LIVREE;Point_relais;
CMD002155;C0263;2025-07-12;17;4;3.00;LIVREE;point_relais;
CMD002156;C0062;2025-07-12;3;1;3.60;Livree;domicile;
CMD002156;C0062;2025-07-12;13;1,5;5.40;LIVREE;domicile;
CMD002156;C0062;12/07/2025;21;1;10.49;Livrée;domicile;
CMD002156;C0062;2025-07-12;9;1;9.00;LIVREE;domicile;
CMD002157;C0293;2025-07-12;37;3;3.10;LIVREE;domicile;
CMD002157;C0293;12/07/2025;21;3;10,49;LIVREE;domicile;
CMD002158;C0287;2025-07-12;32;4;2.20;Annulée;domicile;paiement refusé
CMD002158;C0287;2025-07-12;3;1.5;3.60;annulée;domicile;paiement refusé
CMD002158;C0287;2025-07-12;9;2;9.00;annulée;domicile;paiement refusé
CMD002158;C0287;2025-07-12;11;3;3,20;annulee;domicile;paiement refusé
CMD002159;C0156;12/07/2025;12;1.5;3,50;Livrée;point_relais;
CMD002159;C0156;12/07/2025;5;1;1.90;livrée;point_relais;
CMD002160;C0245;2025-07-12;23;2;13.25;LIVREE;point_relais;
CMD002160;C0245;2025-07-12;2;0.5;2,80;Livrée;point_relais;
CMD002161;C0256;12/07/2025;2;0.5;2.80;LIVREE;point_relais;
CMD002162;C0159;2025-07-12;19;2;7.95;LIVREE;retrait_ferme;
CMD002163;C0037;12/07/2025;3;2;3.60;Livrée;point_relais;
CMD002164;C0287;2025-07-12;23;1;13.25;LIVREE;point_relais;
CMD002164;C0287;2025-07-12;6;3;1.40;Livree;point_relais;
CMD002164;C0287;2025-07-12;16;1.5;8.50;Livrée;point_relais;
CMD002165;C0217;2025-07-12;11;2;3,20;livrée;retrait_ferme;
CMD002165;C0217;12/07/2025;9;1;9,00;Livree;retrait_ferme;
CMD002165;C0217;2025-07-12;28;3;1.90;LIVREE;retrait_ferme;
CMD002165;C0217;12/07/2025;15;1.5;5,80;Livrée;retrait_ferme;
CMD002166;C0270;2025-07-12;16;0.5;8,50;livrée;domicile;
CMD002166;C0270;2025-07-12;31;2;1.20;Livrée;domicile;
CMD002166;C0270;2025-07-12;18;2;4.20;Livree;domicile;
CMD002166;C0270;2025-07-12;19;2;7.95;livrée;domicile;
CMD002166;C0270;12/07/2025;14;1.5;4,90;LIVREE;domicile;
CMD002167;C0039;2025-07-12;6;1;1,40;Livree;point_relais;
CMD002168;C0014;12/07/2025;5;1;1,90;LIVREE;domicile;
CMD002169;C0071;12/07/2025;9;2;9.00;livrée;domicile;
CMD002169;C0071;12/07/2025;9;2;9.00;livrée;domicile;
CMD002170;C0111;2025-07-13;14;0,5;4.90;livrée;domicile;
CMD002170;C0111;2025-07-13;5;1;1,90;livrée;domicile;
CMD002170;C0111;2025-07-13;12;1.5;3,50;Livree;domicile;
CMD002170;C0111;13/07/2025;16;0,5;8.50;LIVREE;domicile;
CMD002170;C0111;2025-07-13;15;3;5.80;Livrée;domicile;
CMD002171;C0105;2025-07-13;26;1;8.90;Livree;domicile;
CMD002171;C0105;2025-07-13;11;1.5;3.20;Livree;domicile;
CMD002172;C0245;13/07/2025;11;3;3.20;LIVREE;point_relais;
CMD002172;C0245;13/07/2025;34;2;5.09;Livrée;point_relais;
CMD002172;C0245;2025-07-13;4;1;2.10;Livrée;point_relais;
CMD002173;C0283;2025-07-13;3;0.5;3.60;livrée;retrait_ferme;
CMD002173;C0283;2025-07-13;5;3;1.90;Livree;retrait_ferme;
CMD002173;C0283;2025-07-13;31;1;1.20;Livrée;retrait_ferme;
CMD002174;C0189;2025-07-13;6;2;1.40;Annulée;Domicile;paiement refusé
CMD002174;C0189;13/07/2025;8;2;2,60;Annulée;domicile;paiement refusé
CMD002174;C0189;13/07/2025;8;2;2,60;Annulée;domicile;paiement refusé
CMD002174;C0189;13/07/2025;17;2;3,00;annulee;domicile;paiement refusé
CMD002174;C0189;2025-07-13;12;0,5;3.50;ANNULEE;domicile;paiement refusé
CMD002175;C0002;2025-07-13;9;3;9.00;Livrée;point_relais;
CMD002176;C0062;2025-07-13;24;1;5.94;Livree;domicile;
CMD002176;C0062;13-07-25;4;0.5;2,10;Livrée;domicile;
CMD002176;C0062;2025-07-13;13;1.5;5,40;Livree;domicile;
CMD002177;C0208;2025-07-13;4;3;2.10;LIVREE;domicile;
CMD002177;C0208;2025-07-13;27;4;3.40;Livree;domicile;
CMD002177;C0208;13-07-25;26;3;8.90;LIVREE;domicile;
CMD002177;C0208;2025-07-13;31;1;1.20;Livree;domicile;
CMD002178;C0060;2025-07-13;15;1.5;5.80;Annulée;domicile;rupture de stock
CMD002178;C0060;2025-07-13;2;3;2,80;annulee;domicile;rupture de stock
CMD002179;C0278;13/07/2025;38;2;5,60;livrée;point_relais;
CMD002179;C0278;2025-07-13;1;0,5;4.20;livrée;point_relais;
CMD002179;C0278;2025-07-13;8;1.5;2,60;livrée;point_relais;
CMD002180;C0297;14-07-25;18;3;4,20;ANNULEE;point_relais;paiement refusé
CMD002180;C0297;14/07/2025;10;0.5;2.90;annulée;point_relais;paiement refusé
CMD002180;C0297;2025-07-14;13;3;5.40;annulée;point_relais;paiement refusé
CMD002181;C0133;14-07-25;6;3;1.40;livrée;point_relais;
CMD002181;C0133;14/07/2025;3;2;3.60;Livree;point_relais;
CMD002181;C0133;2025-07-14;29;0.2;28.00;Livrée;point_relais;
CMD002182;C0013;2025-07-14;33;1;4.45;Livrée;domicile;
CMD002182;C0013;2025-07-14;17;2;3,00;LIVREE;Domicile;
CMD002182;C0013;2025-07-14;6;N/A;1.40;Livree;domicile;
CMD002182;C0013;2025-07-14;12;3;3,50;LIVREE;domicile;
CMD002183;C0294;2025-07-14;27;3;3.40;LIVREE;domicile;
CMD002183;C0294;2025-07-14;36;3;5.51;Livree;domicile;
CMD002183;C0294;2025-07-14;7;1;4.50;Livrée;domicile;
CMD002183;C0294;14-07-25;31;2;1.20;Livree;domicile;
CMD002183;C0294;2025-07-14;3;3;3.60;livrée;domicile;
CMD002184;C0094;2025-07-14;10;1.5;2.90;Livrée;domicile;
CMD002185;C0041;2025-07-14;10;1.5;2.90;Livrée;point_relais;
CMD002185;C0041;2025-07-14;6;1;1,40;Livree;point_relais;
CMD002186;C0150;2025-07-14;12;0,5;3.50;livrée;point_relais;
CMD002187;C0273;2025-07-14;12;2;3.50;Livrée;retrait_ferme;
CMD002188;C0113;14/07/2025;5;3;1,90;Livrée;point_relais;
CMD002188;C0113;14/07/2025;2;0.5;2.80;Livrée;point_relais;
CMD002188;C0113;2025-07-14;9;2;9,00;Livree;point_relais;
CMD002189;C0302;2025-07-15;14;2;4,90;livrée;domicile;
CMD002189;C0302;2025-07-15;14;2;4,90;livrée;domicile;
CMD002189;C0302;2025-07-15;6;1;1,40;Livree;domicile;
CMD002189;C0302;2025-07-15;15;1.5;5.80;Livrée;domicile;
CMD002189;C0302;2025-07-15;7;0.5;4,50;LIVREE;domicile;
CMD002190;C0064;2025-07-15;15;1;5.80;Livrée;point_relais;
CMD002190;C0064;15-07-25;36;3;5.51;Livree;point_relais;
CMD002190;C0064;15/07/2025;4;2;2.10;LIVREE;Point_relais;
CMD002190;C0064;2025-07-15;7;3;4,50;LIVREE;point_relais;
CMD002190;C0064;2025-07-15;5;3;1.90;livrée;point_relais;
CMD002191;C0028;2025-07-15;17;4;3,00;Livree;point_relais;
CMD002191;C0028;2025-07-15;16;0,5;8.50;Livree;point_relais;
CMD002191;C0028;2025-07-15;38;1;5.60;Livrée;point_relais;
CMD002192;C0273;2025-07-15;3;3;3,60;Livrée;point_relais;
CMD002193;C0163;2025-07-15;2;3;2.80;livrée;domicile;
CMD002194;C0150;2025-07-15;8;1;2,60;livrée;retrait_ferme;
CMD002194;C0150;2025-07-15;3;3;3,60;LIVREE;retrait_ferme;
CMD002195;C0052;2025-07-15;33;4;4.45;Livree;domicile;
CMD002195;C0052;15/07/2025;8;1.5;2.60;Livrée;domicile;
CMD002196;C0060;15/07/2025;10;1;2,90;Livrée;domicile;
CMD002196;C0060;2025-07-15;34;1;5.09;Livree;domicile;
CMD002196;C0060;2025-07-15;34;1;5.09;Livree;domicile;
CMD002197;C0127;2025-07-15;40;3;3,71;livrée;point_relais;
CMD002197;C0127;15/07/2025;22;4;5.09;livrée;point_relais;
CMD002198;C0207;2025-07-16;10;3;2.90;Livree;domicile;
CMD002198;C0207;2025-07-16;9;0,5;9.00;LIVREE;domicile;
CMD002198;C0207;16-07-25;8;1.5;2.60;LIVREE;domicile;
CMD002199;C0012;2025-07-16;9;1;9.00;livrée;point_relais;
CMD002199;C0012;2025-07-16;2;2;2.80;Livree;point_relais;
CMD002199;C0012;16/07/2025;38;3;5.60;LIVREE;point_relais;
CMD002199;C0012;16-07-25;4;3;2,10;Livrée;point_relais;
CMD002200;C0112;16/07/2025;32;1;2.20;Livrée;point_relais;
CMD002200;C0112;16/07/2025;21;4;10.49;Livree;point_relais;
CMD002200;C0112;2025-07-16;39;3;5,19;livrée;point_relais;
CMD002201;C0086;16/07/2025;4;3;2.10;Livree;domicile;
CMD002202;C0239;16/07/2025;40;2;3.71;livrée;domicile;
CMD002202;C0239;16/07/2025;27;4;3.40;LIVREE;domicile;
CMD002203;C0015;2025-07-16;4;2;2.10;ANNULEE;Domicile;paiement refusé
CMD002204;C0080;2025-07-16;31;N/A;1.20;Livrée;point_relais;
CMD002204;C0080;16-07-25;1;1;4.20;Livree;point_relais;
CMD002204;C0080;16-07-25;1;1;4.20;Livree;point_relais;
CMD002205;C0157;16/07/2025;1;2;4.20;Livree;domicile;
CMD002205;C0157;16/07/2025;4;1.5;2.10;Livree;domicile;
CMD002205;C0157;2025-07-16;19;2;7.95;Livree;domicile;
CMD002206;C0053;2025-07-16;26;1;8.90;Livree;retrait_ferme;
CMD002207;C0244;2025-07-16;21;2;10.49;LIVREE;point_relais;
CMD002207;C0244;16/07/2025;1;0.5;4.20;LIVREE;point_relais;
CMD002208;C0309;2025-07-16;26;1;8.90;livrée;domicile;
CMD002208;C0309;2025-07-16;1;2;4,20;LIVREE;domicile;
CMD002208;C0309;2025-07-16;1;2;4,20;LIVREE;domicile;
CMD002209;C0170;2025-07-16;5;3;1,90;Livree;retrait_ferme;
CMD002209;C0170;2025-07-16;29;0.5;28.00;Livrée;retrait_ferme;
CMD002210;C0283;2025-07-16;6;1;1.40;Livree;domicile;
CMD002210;C0283;16-07-25;22;3;5.09;Livrée;domicile;
CMD002211;C0154;2025-07-17;32;4;2.20;Livrée;domicile;
CMD002211;C0154;17/07/2025;11;0,5;3.20;Livrée;domicile;
CMD002212;C0224;17/07/2025;11;0,5;3.20;Livrée;retrait_ferme;
CMD002213;C0219;2025-07-17;6;3;1,40;Livrée;domicile;
CMD002213;C0219;17/07/2025;13;1;5.40;LIVREE;domicile;
CMD002213;C0219;17/07/2025;13;1;5.40;LIVREE;domicile;
CMD002214;C0183;17/07/2025;5;1;1.90;LIVREE;domicile;
CMD002215;C0166;17-07-25;15;1.5;5.80;Livree;Point_relais;
CMD002216;C0015;17-07-25;3;1,5;3.60;Livrée;retrait_ferme;
CMD002216;C0015;2025-07-17;38;1;5.60;Livree;Retrait_ferme;
CMD002216;C0015;17/07/2025;32;2;2.20;LIVREE;retrait_ferme;
CMD002217;C0197;2025-07-17;5;1;1,90;Livrée;domicile;
CMD002217;C0197;2025-07-17;10;1;2.90;Livrée;domicile;
CMD002217;C0197;2025-07-17;23;3;13.25;livrée;domicile;
CMD002217;C0197;17/07/2025;16;1;8,50;LIVREE;domicile;
CMD002217;C0197;17/07/2025;16;1;8,50;LIVREE;domicile;
CMD002217;C0197;2025-07-17;26;1;8,90;LIVREE;domicile;
CMD002218;C0048;2025-07-17;33;2;4.45;livrée;domicile;
CMD002218;C0048;17/07/2025;11;2;3,20;livrée;domicile;
CMD002219;C0263;2025-07-17;2;2;2.80;Livrée;point_relais;
CMD002220;C0273;2025-07-17;33;2;4.45;Livree;domicile;
CMD002220;C0273;2025-07-17;19;1;7,95;Livree;domicile;
CMD002220;C0273;2025-07-17;14;1;4,90;Livree;domicile;
CMD002221;C0075;2025-07-17;35;2;4.13;Livrée;Domicile;
CMD002221;C0075;2025-07-17;21;1;10,49;Livree;domicile;
CMD002221;C0075;2025-07-17;2;1.5;2,80;Livrée;domicile;
CMD002221;C0075;2025-07-17;3;0.5;3.60;Livree;domicile;
CMD002222;C0042;2025-07-17;9;2;9.00;Livree;retrait_ferme;
CMD002222;C0042;2025-07-17;18;2;4,20;Livree;retrait_ferme;
CMD002223;C0224;2025-07-17;10;1;2.90;livrée;domicile;
CMD002223;C0224;2025-07-17;25;2;5.19;LIVREE;domicile;
CMD002223;C0224;2025-07-17;24;2;5.94;Livrée;domicile;
CMD002224;C0220;2025-07-18;38;4;5.60;Livrée;retrait_ferme;
CMD002224;C0220;2025-07-18;7;1.5;4.50;livrée;retrait_ferme;
CMD002224;C0220;2025-07-18;2;3;2.80;Livrée;retrait_ferme;
CMD002225;C0039;2025-07-18;30;0.5;24.00;Livree;retrait_ferme;
CMD002226;C0244;2025-07-18;1;1.5;4,20;Livree;domicile;
CMD002226;C0985;2025-07-18;15;3;5.80;LIVREE;domicile;
CMD002227;C0138;18/07/2025;14;1.5;4.90;livrée;domicile;
CMD002228;C0200;2025-07-18;17;3;3.00;Livree;domicile;
CMD002228;C0200;2025-07-18;20;3;8.69;LIVREE;domicile;
CMD002229;C0120;18/07/2025;28;3;1.90;Livrée;point_relais;
CMD002229;C0120;2025-07-18;16;2;8.50;Livrée;point_relais;
CMD002229;C0120;18-07-25;11;3;3,20;Livrée;point_relais;
CMD002229;C0120;2025-07-18;10;0.5;2.90;LIVREE;point_relais;
CMD002230;C0004;2025-07-18;9;1;9.00;LIVREE;domicile;
CMD002230;C0004;2025-07-18;7;3;4.50;Livrée;domicile;
CMD002230;C0004;2025-07-18;15;0.5;5,80;livrée;domicile;
CMD002230;C0004;2025-07-18;18;1;4.20;livrée;domicile;
CMD002231;C0237;18/07/2025;1;2;4.20;Livrée;retrait_ferme;
CMD002231;C0237;2025-07-18;14;2;4.90;Livree;retrait_ferme;
CMD002231;C0237;18-07-25;4;3;2.10;Livree;retrait_ferme;
CMD002231;C0237;2025-07-18;11;1;3.20;LIVREE;retrait_ferme;
CMD002232;C0270;18/07/2025;8;1,5;2.60;Livree;point_relais;
CMD002232;C0270;2025-07-18;38;2;5,60;livrée;point_relais;
CMD002233;C0097;2025-07-18;24;2;5,94;LIVREE;domicile;
CMD002233;C0097;2025-07-18;18;1;4,20;Livrée;domicile;
CMD002233;C0097;2025-07-18;13;3;5.40;Livree;Domicile;
CMD002234;C0183;2025-07-18;29;N/A;28,00;Livree;point_relais;
CMD002234;C0183;2025-07-18;29;N/A;28,00;Livree;point_relais;
CMD002234;C0183;2025-07-18;5;2;1.90;LIVREE;point_relais;
CMD002234;C0183;2025-07-18;27;2;3.40;Livrée;point_relais;
CMD002235;C0037;2025-07-18;19;1;7.95;Livree;point_relais;
CMD002236;C0133;2025-07-18;7;1,5;4.50;Livree;retrait_ferme;
CMD002236;C0133;2025-07-18;26;2;8.90;Livree;retrait_ferme;
CMD002237;C0097;2025-07-19;21;1;10.49;livrée;point_relais;
CMD002237;C0097;2025-07-19;5;1;1.90;Livrée;Point_relais;
CMD002238;C0120;19/07/2025;12;1;3.50;LIVREE;domicile;
CMD002239;C0137;2025-07-19;30;0.2;24.00;LIVREE;point_relais;
CMD002239;C0137;19/07/2025;7;2;4.50;LIVREE;point_relais;
CMD002239;C0137;2025-07-19;3;1;3.60;Livrée;point_relais;
CMD002240;C0211;2025-07-19;1;0,5;4.20;livrée;domicile;
CMD002240;C0211;2025-07-19;6;1;1.40;Livree;domicile;
CMD002241;C0019;2025-07-19;18;1;4.20;livrée;domicile;
CMD002241;C0019;2025-07-19;2;1.5;2.80;Livree;Domicile;
CMD002242;C0121;2025-07-19;13;2;5,40;LIVREE;retrait_ferme;
CMD002243;C0143;19/07/2025;32;3;2.20;Livree;domicile;
CMD002243;C0143;2025-07-19;2;1;2.80;livrée;domicile;
CMD002244;C0073;2025-07-19;39;2;5,19;Livree;point_relais;
CMD002244;C0073;2025-07-19;18;2;4.20;LIVREE;point_relais;
CMD002244;C0073;2025-07-19;35;1;4.13;livrée;point_relais;
CMD002244;C0073;2025-07-19;5;1;1.90;LIVREE;point_relais;
CMD002244;C0979;2025-07-19;8;3;2,60;Livrée;point_relais;
CMD002245;C0065;19-07-25;14;0.5;4.90;Livrée;domicile;
CMD002245;C0065;2025-07-19;11;1;3.20;Livree;domicile;
CMD002245;C0065;2025-07-19;28;2;1,90;LIVREE;domicile;
CMD002245;C0065;2025-07-19;40;2;3,71;livrée;domicile;
CMD002245;C0065;2025-07-19;7;1,5;4.50;Livrée;domicile;
CMD002246;C0162;2025-07-19;16;2;8,50;LIVREE;point_relais;
CMD002246;C0162;2025-07-19;9;1;9.00;livrée;point_relais;
CMD002247;C0189;2025-07-19;12;1;3,50;ANNULEE;domicile;météo
CMD002247;C0189;2025-07-19;10;2;2.90;annulée;domicile;météo
CMD002247;C0189;2025-07-19;2;1,5;2.80;annulee;domicile;météo
CMD002248;C0189;2025-07-19;35;2;4.13;Livree;domicile;
CMD002248;C0189;2025-07-19;22;2;5.09;LIVREE;domicile;
CMD002248;C0189;2025-07-19;4;1;2.10;Livree;Domicile;
CMD002248;C0189;2025-07-19;21;3;10.49;livrée;domicile;
CMD002249;C0294;19/07/2025;16;1.5;8.50;Livree;domicile;
CMD002249;C0294;2025-07-19;4;3;2.10;Livrée;domicile;
CMD002250;C0016;2025-07-20;38;1;5,60;livrée;domicile;
CMD002250;C0016;20/07/2025;36;3;5.51;Livree;domicile;
CMD002251;C0085;20/07/2025;8;0.5;2.60;Livrée;domicile;
CMD002252;C0135;2025-07-20;28;1;1.90;LIVREE;domicile;
CMD002252;C0135;2025-07-20;10;1;2,90;livrée;domicile;
CMD002252;C0135;20-07-25;33;3;4.45;Livree;domicile;
CMD002253;C0112;20/07/2025;39;2;5.19;LIVREE;retrait_ferme;
CMD002253;C0112;2025-07-20;3;1;3,60;livrée;Retrait_ferme;
CMD002254;C0099;2025-07-20;17;1;3.00;Livrée;retrait_ferme;
CMD002254;C0099;2025-07-20;28;1;1.90;Livrée;retrait_ferme;
CMD002254;C0099;2025-07-20;29;0.2;28.00;Livree;retrait_ferme;
CMD002255;C0113;20-07-25;11;1;3.20;Livree;point_relais;
CMD002255;C0113;2025-07-20;8;2;2.60;Livrée;Point_relais;
CMD002256;C0090;2025-07-20;17;1;3,00;livrée;domicile;
CMD002256;C0090;2025-07-20;36;1;5,51;Livrée;Domicile;
CMD002256;C0090;2025-07-20;23;2;13,25;livrée;domicile;
CMD002257;C0075;2025-07-20;36;1;5.51;livrée;Domicile;
CMD002257;C0075;2025-07-20;9;2;9.00;livrée;domicile;
CMD002257;C0075;2025-07-20;4;0.5;2.10;livrée;domicile;
CMD002258;C0094;2025-07-20;29;0,5;28.00;livrée;retrait_ferme;
CMD002258;C0094;2025-07-20;22;4;5,09;Livree;retrait_ferme;
CMD002259;C0282;2025-07-20;12;3;3.50;LIVREE;retrait_ferme;
CMD002260;C0150;2025-07-21;28;1;1.90;Livrée;point_relais;
CMD002260;C0150;21/07/2025;2;3;2.80;Livree;point_relais;
CMD002260;C0150;2025-07-21;14;1.5;4.90;livrée;point_relais;
CMD002260;C0150;21/07/2025;11;1;3.20;Livree;point_relais;
CMD002260;C0150;2025-07-21;1;2;4.20;livrée;point_relais;
CMD002261;C0112;2025-07-21;40;4;3.71;LIVREE;point_relais;
CMD002262;C0208;2025-07-21;24;4;5.94;LIVREE;domicile;
CMD002262;C0208;2025-07-21;31;2;1.20;LIVREE;Domicile;
CMD002262;C0208;2025-07-21;38;4;5.60;Livrée;domicile;
CMD002262;C0208;2025-07-21;39;1;5.19;livrée;domicile;
CMD002262;C0208;2025-07-21;1;0,5;4,20;Livrée;domicile;
CMD002263;C0185;2025-07-21;10;1;2.90;LIVREE;retrait_ferme;
CMD002263;C0185;2025-07-21;18;2;4.20;Livree;retrait_ferme;
CMD002263;C0185;2025-07-21;11;1.5;3.20;livrée;Retrait_ferme;
CMD002263;C0185;2025-07-21;19;4;7,95;Livrée;retrait_ferme;
CMD002264;C0245;2025-07-21;34;3;5.09;livrée;domicile;
CMD002264;C0245;21-07-25;15;1,5;5.80;LIVREE;domicile;
CMD002264;C0245;2025-07-21;8;1,5;2.60;livrée;domicile;
CMD002265;C0165;2025-07-21;32;2;2.20;LIVREE;retrait_ferme;
CMD002266;C0126;2025-07-21;33;1;4.45;Livree;domicile;
CMD002266;C0126;21/07/2025;22;4;5.09;Livree;domicile;
CMD002267;C0224;2025-07-21;35;4;4.13;Livrée;domicile;
CMD002267;C0224;2025-07-21;31;2;1.20;livrée;domicile;
CMD002267;C0224;2025-07-21;31;2;1.20;livrée;domicile;
CMD002268;C0183;2025-07-21;36;3;5.51;annulee;domicile;annulation client
CMD002268;C0183;2025-07-21;23;3;13,25;ANNULEE;domicile;annulation client
CMD002269;C0134;2025-07-21;9;1;9.00;Livree;domicile;
CMD002269;C0134;21/07/2025;11;2;3.20;Livree;domicile;
CMD002269;C0134;21/07/2025;39;2;5.19;Livrée;domicile;
CMD002270;C0021;2025-07-21;15;1.5;5.80;Livree;domicile;
