date;ville;temp_max;pluie_mm
2025-11-06;Lodève;14,0;0,0
2025-11-07;Lodève;14,5;0,4
2025-11-08;Lodève;11,3;0,0
2025-11-09;Lodève;15,9;0,0
2025-11-10;Lodève;9,8;0,0
2025-11-11;Lodève;10,6;0,0
2025-11-12;Lodève;16,5;0,0
2025-11-13;Lodève;9,6;0,0
2025-11-14;Lodève;11,6;0,0
2025-11-15;Lodève;9,0;0,0
2025-11-16;Lodève;10,0;0,0
2025-11-17;Lodève;14,2;0,0
2025-11-18;Lodève;15,1;0,0
2025-11-19;Lodève;12,0;0,6
2025-11-20;Lodève;8,8;0,0
2025-11-21;Lodève;14,4;0,0
2025-11-22;Lodève;12,2;0,0
2025-11-23;Lodève;7,4;0,0
2025-11-24;Lodève;11,2;0,0
2025-11-25;Lodève;;35,4
2025-11-26;Lodève;9,3;24,7
2025-11-27;Lodève;9,5;0,0
2025-11-28;Lodève;9,8;0,7
2025-11-29;Lodève;9,6;0,0
2025-11-30;Lodève;9,8;0,0
2025-12-01;Lodève;12,5;22,0
2025-12-02;Lodève;13,2;0,0
2025-12-03;Lodève;13,3;0,0
2025-12-04;Lodève;6,3;12,4
2025-12-05;Lodève;8,0;0,0
2025-12-06;Lodève;12,2;0,0
2025-12-07;Lodève;14,1;0,0
2025-12-08;Lodève;7,4;0,0
2025-12-09;Lodève;9,3;0,0
2025-12-10;Lodève;11,2;0,0
2025-12-11;Lodève;13,3;0,0
2025-12-12;Lodève;10,6;0,0
2025-12-13;Lodève;8,8;0,0
2025-12-14;Lodève;9,2;0,0
2025-12-15;Lodève;7,5;0,0
2025-12-16;Lodève;11,9;0,0
2025-12-17;Lodève;11,3;0,0
2025-12-18;Lodève;6,6;0,0
2025-12-19;Lodève;11,5;0,0
2025-12-20;Lodève;5,7;0,0
2025-12-21;Lodève;8,2;0,0
2025-12-22;Lodève;;0,0
2025-12-23;Lodève;6,3;7,9
2025-12-24;Lodève;9,2;0,0
2025-12-25;Lodève;7,3;0,0
2025-12-26;Lodève;6,3;1,6
2025-12-27;Lodève;6,2;7,8
2025-12-28;Lodève;11,2;0,0
2025-12-29;Lodève;6,0;6,5
2025-12-30;Lodève;3,6;0,0
2025-12-31;Lodève;12,8;0,0
2025-01-01;Pézenas;10,2;0,0
2025-01-02;Pézenas;7,9;0,0
2025-01-03;Pézenas;9,5;0,0
2025-01-04;Pézenas;8,0;0,0
2025-01-05;Pézenas;6,9;7,7
2025-01-06;Pézenas;8,6;9,7
2025-01-07;Pézenas;10,4;0,8
2025-01-08;Pézenas;8,3;0,0
2025-01-09;Pézenas;2,3;0,7
2025-01-10;Pézenas;9,0;0,0
2025-01-11;Pézenas;10,4;0,0
2025-01-12;Pézenas;12,3;0,0
2025-01-13;Pézenas;11,4;0,0
2025-01-14;Pézenas;4,1;0,0
2025-01-15;Pézenas;1,1;0,0
2025-01-16;Pézenas;4,0;0,0
2025-01-17;Pézenas;6,4;0,0
2025-01-18;Pézenas;4,0;0,0
2025-01-19;Pézenas;7,8;0,0
2025-01-20;Pézenas;7,6;3,1
2025-01-21;Pézenas;7,0;0,0
2025-01-22;Pézenas;6,5;0,0
2025-01-23;Pézenas;9,0;9,9
2025-01-24;Pézenas;3,5;0,0
2025-01-25;Pézenas;11,7;0,0
2025-01-26;Pézenas;;0,0
2025-01-27;Pézenas;3,8;0,0
2025-01-28;Pézenas;9,1;22,9
2025-01-29;Pézenas;10,4;0,0
2025-01-30;Pézenas;3,9;0,0
2025-01-31;Pézenas;3,4;0,0
2025-02-01;Pézenas;4,4;0,0
2025-02-02;Pézenas;10,2;0,0
2025-02-03;Pézenas;8,8;0,0
2025-02-04;Pézenas;6,7;0,0
2025-02-05;Pézenas;10,9;0,0
2025-02-06;Pézenas;8,2;0,0
2025-02-07;Pézenas;2,8;0,0
2025-02-08;Pézenas;11,1;0,0
2025-02-09;Pézenas;8,5;0,0
2025-02-10;Pézenas;3,2;0,1
2025-02-11;Pézenas;5,6;2,4
2025-02-12;Pézenas;9,3;0,0
2025-02-13;Pézenas;6,2;0,0
2025-02-14;Pézenas;14,1;0,0
2025-02-15;Pézenas;5,0;0,0
2025-02-16;Pézenas;;0,0
2025-02-17;Pézenas;7,4;0,0
2025-02-18;Pézenas;9,4;0,0
2025-02-19;Pézenas;12,5;0,0
2025-02-20;Pézenas;7,9;0,0
2025-02-21;Pézenas;12,2;0,9
2025-02-22;Pézenas;5,1;0,0
2025-02-23;Pézenas;13,0;0,0
2025-02-24;Pézenas;;0,0
2025-02-25;Pézenas;5,5;0,0
2025-02-26;Pézenas;-0,4;0,0
2025-02-27;Pézenas;4,7;0,0
2025-02-28;Pézenas;8,9;0,0
2025-03-01;Pézenas;16,9;0,0
2025-03-02;Pézenas;8,4;0,8
2025-03-03;Pézenas;12,9;0,0
2025-03-04;Pézenas;4,1;0,0
2025-03-05;Pézenas;12,8;0,0
2025-03-06;Pézenas;7,9;0,0
2025-03-07;Pézenas;8,4;0,0
2025-03-08;Pézenas;;0,0
2025-03-09;Pézenas;9,0;0,0
2025-03-10;Pézenas;9,5;0,0
2025-03-11;Pézenas;17,8;0,0
2025-03-12;Pézenas;12,6;0,0
2025-03-13;Pézenas;9,2;0,0
2025-03-14;Pézenas;9,1;0,0
2025-03-15;Pézenas;10,0;0,0
2025-03-16;Pézenas;13,0;0,0
2025-03-17;Pézenas;15,9;0,0
2025-03-18;Pézenas;14,0;0,0
2025-03-19;Pézenas;13,5;21,8
2025-03-20;Pézenas;8,8;0,0
2025-03-21;Pézenas;11,2;0,0
2025-03-22;Pézenas;8,3;0,0
2025-03-23;Pézenas;16,4;0,0
2025-03-24;Pézenas;12,9;12,5
2025-03-25;Pézenas;10,3;0,0
2025-03-26;Pézenas;12,5;0,0
2025-03-27;Pézenas;18,0;0,0
2025-03-28;Pézenas;11,2;0,0
2025-03-29;Pézenas;20,3;2,7
2025-03-30;Pézenas;12,6;0,0
2025-03-31;Pézenas;-999;0,0
2025-04-01;Pézenas;14,3;26,9
2025-04-02;Pézenas;15,3;0,0
2025-04-03;Pézenas;16,3;0,0
2025-04-04;Pézenas;15,3;5,7
2025-04-05;Pézenas;12,8;0,0
2025-04-06;Pézenas;11,3;17,3
2025-04-07;Pézenas;16,5;0,0
2025-04-08;Pézenas;15,3;0,0
2025-04-09;Pézenas;20,0;6,3
2025-04-10;Pézenas;21,9;2,1
2025-04-11;Pézenas;13,4;1,8
2025-04-12;Pézenas;12,9;0,0
2025-04-13;Pézenas;15,3;13,6
2025-04-14;Pézenas;17,2;0,0
2025-04-15;Pézenas;10,6;0,0
2025-04-16;Pézenas;16,5;0,0
2025-04-17;Pézenas;14,1;0,0
2025-04-18;Pézenas;17,0;2,9
2025-04-19;Pézenas;18,7;0,0
2025-04-20;Pézenas;17,2;0,0
2025-04-21;Pézenas;16,0;9,1
2025-04-22;Pézenas;16,4;44,3
2025-04-23;Pézenas;13,7;0,0
2025-04-24;Pézenas;21,5;6,4
2025-04-25;Pézenas;17,8;2,4
2025-04-26;Pézenas;22,0;0,2
2025-04-27;Pézenas;22,3;0,0
2025-04-28;Pézenas;19,1;4,1
2025-04-29;Pézenas;19,8;0,0
2025-04-30;Pézenas;16,5;0,1
2025-05-01;Pézenas;19,2;0,0
2025-05-02;Pézenas;20,4;0,0
2025-05-03;Pézenas;20,6;0,0
2025-05-04;Pézenas;18,6;0,0
2025-05-05;Pézenas;15,9;0,0
2025-05-06;Pézenas;19,1;0,5
2025-05-07;Pézenas;16,7;22,2
2025-05-08;Pézenas;18,3;0,0
2025-05-09;Pézenas;;0,0
2025-05-10;Pézenas;19,9;0,0
2025-05-11;Pézenas;19,3;0,0
2025-05-12;Pézenas;16,2;0,0
2025-05-13;Pézenas;20,2;0,0
2025-05-14;Pézenas;-999;0,0
2025-05-15;Pézenas;23,6;0,0
2025-05-16;Pézenas;25,7;14,7
2025-05-17;Pézenas;21,1;0,0
2025-05-18;Pézenas;23,7;0,0
2025-05-19;Pézenas;18,8;0,0
2025-05-20;Pézenas;21,5;0,0
2025-05-21;Pézenas;20,4;0,0
2025-05-22;Pézenas;23,3;9,6
2025-05-23;Pézenas;23,3;0,0
2025-05-24;Pézenas;19,9;0,0
2025-05-25;Pézenas;23,3;0,0
2025-05-26;Pézenas;21,7;0,0
2025-05-27;Pézenas;24,7;0,0
2025-05-28;Pézenas;-999;0,0
2025-05-29;Pézenas;24,8;0,0
2025-05-30;Pézenas;21,8;0,0
2025-05-31;Pézenas;26,4;0,0
2025-06-01;Pézenas;23,8;0,0
2025-06-02;Pézenas;23,6;0,0
2025-06-03;Pézenas;25,7;0,0
2025-06-04;Pézenas;25,2;0,0
2025-06-05;Pézenas;29,3;0,0
2025-06-06;Pézenas;29,8;4,9
2025-06-07;Pézenas;20,6;0,0
2025-06-08;Pézenas;23,9;0,0
2025-06-09;Pézenas;19,6;0,0
2025-06-10;Pézenas;23,3;15,0
2025-06-11;Pézenas;24,7;0,0
2025-06-12;Pézenas;26,8;2,6
2025-06-13;Pézenas;22,9;0,0
2025-06-14;Pézenas;30,7;0,0
2025-06-15;Pézenas;31,3;0,0
2025-06-16;Pézenas;28,5;0,0
2025-06-17;Pézenas;25,0;0,0
2025-06-18;Pézenas;26,4;0,0
2025-06-19;Pézenas;24,3;0,0
2025-06-20;Pézenas;21,6;0,0
2025-06-21;Pézenas;26,5;0,0
2025-06-22;Pézenas;25,4;0,0
2025-06-23;Pézenas;26,2;0,0
2025-06-24;Pézenas;28,7;0,0
2025-06-25;Pézenas;27,2;0,0
2025-06-26;Pézenas;21,6;0,0
2025-06-27;Pézenas;21,1;0,0
2025-06-28;Pézenas;24,4;0,0
2025-06-29;Pézenas;24,8;0,0
2025-06-30;Pézenas;27,4;0,0
2025-07-01;Pézenas;30,6;11,8
2025-07-02;Pézenas;30,2;27,9
2025-07-03;Pézenas;31,7;20,8
2025-07-04;Pézenas;25,1;2,1
2025-07-05;Pézenas;24,7;0,0
2025-07-06;Pézenas;26,6;0,0
2025-07-07;Pézenas;29,8;1,4
2025-07-08;Pézenas;19,0;0,0
2025-07-09;Pézenas;28,6;13,5
2025-07-10;Pézenas;24,1;0,0
2025-07-11;Pézenas;22,7;6,1
2025-07-12;Pézenas;23,7;0,0
2025-07-13;Pézenas;24,2;1,2
2025-07-14;Pézenas;28,3;21,9
2025-07-15;Pézenas;25,8;0,0
2025-07-16;Pézenas;25,3;0,0
2025-07-17;Pézenas;29,3;0,0
2025-07-18;Pézenas;25,4;0,0
2025-07-19;Pézenas;26,8;0,0
2025-07-20;Pézenas;22,9;0,0
2025-07-21;Pézenas;24,8;0,0
2025-07-22;Pézenas;24,1;5,7
2025-07-23;Pézenas;26,0;0,0
2025-07-24;Pézenas;27,1;0,0
2025-07-25;Pézenas;31,6;0,0
2025-07-26;Pézenas;22,9;0,0
2025-07-27;Pézenas;30,1;0,0
2025-07-28;Pézenas;29,8;0,0
2025-07-29;Pézenas;29,6;0,0
2025-07-30;Pézenas;23,7;4,0
2025-07-31;Pézenas;27,3;0,0
2025-08-01;Pézenas;33,3;0,0
2025-08-02;Pézenas;25,0;0,0
2025-08-03;Pézenas;27,5;4,5
2025-08-04;Pézenas;20,7;0,0
2025-08-05;Pézenas;29,2;0,0
2025-08-06;Pézenas;21,5;0,0
2025-08-07;Pézenas;24,4;0,0
2025-08-08;Pézenas;29,7;0,3
2025-08-09;Pézenas;28,2;0,0
2025-08-10;Pézenas;30,0;0,0
2025-08-11;Pézenas;29,7;0,0
2025-08-12;Pézenas;21,3;8,9
2025-08-13;Pézenas;27,1;0,0
2025-08-14;Pézenas;29,1;0,0
2025-08-15;Pézenas;25,9;0,0
2025-08-16;Pézenas;29,5;0,0
2025-08-17;Pézenas;27,1;0,4
2025-08-18;Pézenas;29,2;29,0
2025-08-19;Pézenas;18,4;0,0
2025-08-20;Pézenas;26,1;0,0
2025-08-21;Pézenas;25,9;0,0
2025-08-22;Pézenas;26,8;0,0
2025-08-23;Pézenas;29,2;0,0
2025-08-24;Pézenas;24,3;0,0
2025-08-25;Pézenas;20,6;0,0
2025-08-26;Pézenas;29,6;0,0
2025-08-27;Pézenas;29,9;0,0
2025-08-28;Pézenas;23,9;0,0
2025-08-29;Pézenas;;0,0
2025-08-30;Pézenas;23,8;0,0
2025-08-31;Pézenas;22,8;0,0
2025-09-01;Pézenas;26,2;0,0
2025-09-02;Pézenas;21,2;0,0
2025-09-03;Pézenas;24,5;0,0
2025-09-04;Pézenas;29,5;0,0
2025-09-05;Pézenas;26,3;0,0
2025-09-06;Pézenas;24,0;1,0
2025-09-07;Pézenas;23,5;0,0
2025-09-08;Pézenas;20,9;0,0
2025-09-09;Pézenas;24,0;0,0
2025-09-10;Pézenas;23,3;0,0
2025-09-11;Pézenas;23,3;0,0
2025-09-12;Pézenas;23,6;0,0
2025-09-13;Pézenas;26,9;0,7
2025-09-14;Pézenas;19,9;22,4
2025-09-15;Pézenas;20,5;0,0
2025-09-16;Pézenas;24,1;7,3
2025-09-17;Pézenas;21,4;0,0
2025-09-18;Pézenas;13,7;0,0
2025-09-19;Pézenas;21,4;8,1
2025-09-20;Pézenas;27,2;0,0
2025-09-21;Pézenas;-999;0,0
2025-09-22;Pézenas;18,5;0,0
2025-09-23;Pézenas;22,7;0,0
2025-09-24;Pézenas;21,2;2,8
2025-09-25;Pézenas;13,7;2,4
2025-09-26;Pézenas;23,7;19,5
2025-09-27;Pézenas;18,8;10,7
2025-09-28;Pézenas;20,4;0,0
2025-09-29;Pézenas;22,3;0,0
2025-09-30;Pézenas;18,7;0,0
2025-10-01;Pézenas;20,4;2,6
2025-10-02;Pézenas;26,8;11,0
2025-10-03;Pézenas;15,6;11,3
2025-10-04;Pézenas;19,5;0,0
2025-10-05;Pézenas;16,1;0,0
2025-10-06;Pézenas;23,5;0,0
2025-10-07;Pézenas;21,7;0,0
2025-10-08;Pézenas;;0,0
2025-10-09;Pézenas;13,9;0,0
2025-10-10;Pézenas;26,2;0,0
2025-10-11;Pézenas;;12,6
2025-10-12;Pézenas;15,5;0,0
2025-10-13;Pézenas;12,3;0,0
2025-10-14;Pézenas;20,7;0,0
2025-10-15;Pézenas;19,1;0,0
2025-10-16;Pézenas;22,0;0,0
2025-10-17;Pézenas;16,3;0,0
2025-10-18;Pézenas;20,0;0,0
2025-10-19;Pézenas;17,9;0,0
2025-10-20;Pézenas;20,8;0,0
2025-10-21;Pézenas;14,7;0,0
2025-10-22;Pézenas;15,1;0,0
2025-10-23;Pézenas;17,5;0,0
2025-10-24;Pézenas;13,5;0,0
2025-10-25;Pézenas;13,8;0,0
2025-10-26;Pézenas;19,3;0,0
2025-10-27;Pézenas;14,6;0,0
2025-10-28;Pézenas;13,2;0,0
2025-10-29;Pézenas;9,9;0,0
2025-10-30;Pézenas;22,0;0,0
2025-10-31;Pézenas;;47,0
2025-11-01;Pézenas;20,1;0,0
2025-11-02;Pézenas;14,2;0,0
2025-11-03;Pézenas;11,4;0,0
2025-11-04;Pézenas;15,2;52,9
2025-11-05;Pézenas;7,6;0,0
2025-11-06;Pézenas;16,7;0,0
2025-11-07;Pézenas;17,9;0,0
2025-11-08;Pézenas;11,7;0,0
2025-11-09;Pézenas;15,7;0,0
2025-11-10;Pézenas;19,0;37,3
2025-11-11;Pézenas;11,6;0,0
2025-11-12;Pézenas;15,2;12,9
2025-11-13;Pézenas;15,1;7,7
2025-11-14;Pézenas;15,3;0,0
2025-11-15;Pézenas;12,6;0,0
2025-11-16;Pézenas;10,8;10,2
2025-11-17;Pézenas;10,8;0,0
2025-11-18;Pézenas;9,6;0,0
2025-11-19;Pézenas;13,8;0,0
2025-11-20;Pézenas;12,4;0,0
2025-11-21;Pézenas;-999;0,0
2025-11-22;Pézenas;8,8;0,0
2025-11-23;Pézenas;7,3;31,8
2025-11-24;Pézenas;;0,0
2025-11-25;Pézenas;13,0;0,0
2025-11-26;Pézenas;10,2;0,0
2025-11-27;Pézenas;9,8;0,0
2025-11-28;Pézenas;11,8;1,7
2025-11-29;Pézenas;;0,0
2025-11-30;Pézenas;8,2;0,0
2025-12-01;Pézenas;8,2;2,7
2025-12-02;Pézenas;12,2;0,0
2025-12-03;Pézenas;10,7;25,0
2025-12-04;Pézenas;1,2;3,8
2025-12-05;Pézenas;8,9;0,0
2025-12-06;Pézenas;8,2;1,8
2025-12-07;Pézenas;4,5;0,0
2025-12-08;Pézenas;10,6;0,0
2025-12-09;Pézenas;3,9;8,6
2025-12-10;Pézenas;14,2;4,9
2025-12-11;Pézenas;10,9;0,0
2025-12-12;Pézenas;9,4;10,4
2025-12-13;Pézenas;7,9;0,3
2025-12-14;Pézenas;13,1;0,0
2025-12-15;Pézenas;8,9;0,0
2025-12-16;Pézenas;13,1;3,6
2025-12-17;Pézenas;4,1;0,0
2025-12-18;Pézenas;7,9;0,0
2025-12-19;Pézenas;8,1;0,0
2025-12-20;Pézenas;11,7;0,0
2025-12-21;Pézenas;10,3;0,0
2025-12-22;Pézenas;6,8;0,0
2025-12-23;Pézenas;12,5;0,0
2025-12-24;Pézenas;10,7;0,0
2025-12-25;Pézenas;1,8;0,0
2025-12-26;Pézenas;10,3;0,0
2025-12-27;Pézenas;4,9;0,0
2025-12-28;Pézenas;5,3;0,0
2025-12-29;Pézenas;10,7;0,0
2025-12-30;Pézenas;5,7;0,0
2025-12-31;Pézenas;7,6;4,1
2025-01-01;Nîmes;4,9;0,0
2025-01-02;Nîmes;7,9;4,4
2025-01-03;Nîmes;5,0;7,9
2025-01-04;Nîmes;2,3;5,7
2025-01-05;Nîmes;4,9;0,0
2025-01-06;Nîmes;6,4;0,0
2025-01-07;Nîmes;4,0;5,7
2025-01-08;Nîmes;9,1;0,0
2025-01-09;Nîmes;12,8;0,0
2025-01-10;Nîmes;13,6;0,0
2025-01-11;Nîmes;6,8;0,0
2025-01-12;Nîmes;5,2;0,0
2025-01-13;Nîmes;7,6;0,0
2025-01-14;Nîmes;6,1;0,0
2025-01-15;Nîmes;1,8;0,0
2025-01-16;Nîmes;10,6;0,0
2025-01-17;Nîmes;6,9;0,0
2025-01-18;Nîmes;3,8;0,0
2025-01-19;Nîmes;9,8;0,0
2025-01-20;Nîmes;8,9;8,2
2025-01-21;Nîmes;7,3;4,7
2025-01-22;Nîmes;6,2;4,7
2025-01-23;Nîmes;6,5;7,6
2025-01-24;Nîmes;0,7;0,0
2025-01-25;Nîmes;4,3;0,0
2025-01-26;Nîmes;7,0;0,6
2025-01-27;Nîmes;12,7;0,0
2025-01-28;Nîmes;6,7;0,0
2025-01-29;Nîmes;2,9;1,4
2025-01-30;Nîmes;11,0;0,0
2025-01-31;Nîmes;4,0;0,0
2025-02-01;Nîmes;7,1;0,0
2025-02-02;Nîmes;3,2;0,0
2025-02-03;Nîmes;9,2;0,0
2025-02-04;Nîmes;3,2;0,0
2025-02-05;Nîmes;3,8;0,0
2025-02-06;Nîmes;10,3;0,0
2025-02-07;Nîmes;11,4;14,2
2025-02-08;Nîmes;12,8;3,4
2025-02-09;Nîmes;8,3;0,0
2025-02-10;Nîmes;1,3;0,0
2025-02-11;Nîmes;4,9;0,0
2025-02-12;Nîmes;4,3;5,9
2025-02-13;Nîmes;5,6;0,0
2025-02-14;Nîmes;;0,0
2025-02-15;Nîmes;7,8;10,5
2025-02-16;Nîmes;2,6;0,0
2025-02-17;Nîmes;11,0;0,0
2025-02-18;Nîmes;-1,3;0,0
2025-02-19;Nîmes;3,7;0,0
2025-02-20;Nîmes;5,4;0,0
2025-02-21;Nîmes;6,3;0,0
2025-02-22;Nîmes;7,9;0,0
2025-02-23;Nîmes;8,6;0,0
2025-02-24;Nîmes;8,7;0,0
2025-02-25;Nîmes;8,2;0,0
2025-02-26;Nîmes;17,3;0,0
2025-02-27;Nîmes;7,6;0,0
2025-02-28;Nîmes;7,9;0,0
2025-03-01;Nîmes;13,8;0,0
2025-03-02;Nîmes;1,9;0,0
2025-03-03;Nîmes;9,4;0,8
2025-03-04;Nîmes;12,1;1,0
2025-03-05;Nîmes;10,1;0,0
2025-03-06;Nîmes;10,4;0,0
2025-03-07;Nîmes;13,4;0,0
2025-03-08;Nîmes;6,8;0,0
2025-03-09;Nîmes;6,8;0,0
2025-03-10;Nîmes;13,3;0,0
2025-03-11;Nîmes;12,3;0,0
2025-03-12;Nîmes;9,9;0,0
2025-03-13;Nîmes;6,7;0,0
2025-03-14;Nîmes;;0,0
2025-03-15;Nîmes;10,6;0,0
2025-03-16;Nîmes;15,7;10,9
2025-03-17;Nîmes;11,3;0,0
2025-03-18;Nîmes;12,7;0,0
2025-03-19;Nîmes;12,7;0,0
2025-03-20;Nîmes;17,5;10,8
2025-03-21;Nîmes;14,1;2,7
2025-03-22;Nîmes;14,3;0,0
2025-03-23;Nîmes;17,6;0,0
2025-03-24;Nîmes;13,5;0,0
2025-03-25;Nîmes;14,0;0,0
2025-03-26;Nîmes;15,1;0,0
2025-03-27;Nîmes;13,6;0,0
2025-03-28;Nîmes;10,8;19,4
2025-03-29;Nîmes;10,0;0,0
2025-03-30;Nîmes;12,6;13,6
2025-03-31;Nîmes;13,2;0,0
2025-04-01;Nîmes;17,6;0,0
2025-04-02;Nîmes;12,9;0,0
2025-04-03;Nîmes;11,0;0,0
2025-04-04;Nîmes;12,8;0,0
2025-04-05;Nîmes;12,4;0,0
2025-04-06;Nîmes;10,8;2,3
2025-04-07;Nîmes;10,5;0,0
2025-04-08;Nîmes;15,6;11,1
2025-04-09;Nîmes;11,7;0,0
2025-04-10;Nîmes;14,2;12,7
2025-04-11;Nîmes;12,9;2,3
2025-04-12;Nîmes;17,9;0,0
2025-04-13;Nîmes;19,7;
2025-04-14;Nîmes;16,0;0,0
2025-04-15;Nîmes;11,2;0,0
2025-04-16;Nîmes;18,4;6,3
2025-04-17;Nîmes;15,5;0,0
2025-04-18;Nîmes;18,1;0,0
2025-04-19;Nîmes;16,4;0,0
2025-04-20;Nîmes;14,4;0,0
2025-04-21;Nîmes;17,3;0,0
2025-04-22;Nîmes;18,7;15,1
2025-04-23;Nîmes;17,4;0,1
2025-04-24;Nîmes;19,7;0,0
2025-04-25;Nîmes;21,2;0,0
2025-04-26;Nîmes;20,7;7,6
2025-04-27;Nîmes;20,2;0,0
2025-04-28;Nîmes;18,3;0,0
2025-04-29;Nîmes;16,4;0,0
2025-04-30;Nîmes;20,1;0,0
2025-05-01;Nîmes;21,6;0,0
2025-05-02;Nîmes;24,2;0,0
2025-05-03;Nîmes;22,8;6,4
2025-05-04;Nîmes;21,9;0,0
2025-05-05;Nîmes;22,0;2,0
2025-05-06;Nîmes;21,5;0,0
2025-05-07;Nîmes;19,9;14,7
2025-05-08;Nîmes;15,4;0,0
2025-05-09;Nîmes;21,4;0,0
2025-05-10;Nîmes;20,7;0,0
2025-05-11;Nîmes;21,5;0,0
2025-05-12;Nîmes;;0,0
2025-05-13;Nîmes;16,3;8,8
2025-05-14;Nîmes;20,6;6,4
2025-05-15;Nîmes;23,8;7,7
2025-05-16;Nîmes;19,9;8,7
2025-05-17;Nîmes;24,8;6,7
2025-05-18;Nîmes;21,9;0,0
2025-05-19;Nîmes;17,7;0,0
2025-05-20;Nîmes;21,0;0,0
2025-05-21;Nîmes;23,9;0,0
2025-05-22;Nîmes;18,8;0,0
2025-05-23;Nîmes;18,5;0,0
2025-05-24;Nîmes;21,8;0,0
2025-05-25;Nîmes;23,8;0,0
2025-05-26;Nîmes;21,6;5,1
2025-05-27;Nîmes;24,1;0,0
2025-05-28;Nîmes;26,0;3,4
2025-05-29;Nîmes;24,4;0,0
2025-05-30;Nîmes;18,7;0,0
2025-05-31;Nîmes;27,3;0,0
2025-06-01;Nîmes;22,8;0,0
2025-06-02;Nîmes;26,6;0,0
2025-06-03;Nîmes;20,1;0,0
2025-06-04;Nîmes;25,6;0,0
2025-06-05;Nîmes;21,7;0,0
2025-06-06;Nîmes;13,5;0,6
2025-06-07;Nîmes;24,9;0,0
2025-06-08;Nîmes;25,5;7,1
2025-06-09;Nîmes;26,8;2,2
2025-06-10;Nîmes;26,6;0,0
2025-06-11;Nîmes;20,1;0,0
2025-06-12;Nîmes;17,3;0,0
2025-06-13;Nîmes;26,3;0,0
2025-06-14;Nîmes;23,1;0,0
2025-06-15;Nîmes;25,5;0,0
2025-06-16;Nîmes;24,9;0,0
2025-06-17;Nîmes;;2,4
2025-06-18;Nîmes;-999;0,0
2025-06-19;Nîmes;29,1;0,0
2025-06-20;Nîmes;21,0;0,0
2025-06-21;Nîmes;27,9;9,6
2025-06-22;Nîmes;24,0;0,0
2025-06-23;Nîmes;28,0;0,0
2025-06-24;Nîmes;29,0;0,0
2025-06-25;Nîmes;26,8;0,0
2025-06-26;Nîmes;32,7;0,0
2025-06-27;Nîmes;28,9;2,4
2025-06-28;Nîmes;27,7;0,0
2025-06-29;Nîmes;25,8;0,0
2025-06-30;Nîmes;29,7;0,7
2025-07-01;Nîmes;24,8;0,0
2025-07-02;Nîmes;20,7;0,0
2025-07-03;Nîmes;22,2;11,7
2025-07-04;Nîmes;29,5;0,0
2025-07-05;Nîmes;25,0;0,0
2025-07-06;Nîmes;27,8;0,0
2025-07-07;Nîmes;24,3;0,0
2025-07-08;Nîmes;27,7;11,9
2025-07-09;Nîmes;25,3;0,0
2025-07-10;Nîmes;26,0;0,0
2025-07-11;Nîmes;24,8;0,0
2025-07-12;Nîmes;24,8;0,0
2025-07-13;Nîmes;31,0;0,0
2025-07-14;Nîmes;26,4;0,1
2025-07-15;Nîmes;27,3;0,0
2025-07-16;Nîmes;24,6;0,0
2025-07-17;Nîmes;28,9;0,0
2025-07-18;Nîmes;26,6;0,0
2025-07-19;Nîmes;30,8;0,0
2025-07-20;Nîmes;30,6;16,1
2025-07-21;Nîmes;22,6;0,0
2025-07-22;Nîmes;20,2;1,5
2025-07-23;Nîmes;27,4;0,0
2025-07-24;Nîmes;23,9;0,0
2025-07-25;Nîmes;27,9;0,0
2025-07-26;Nîmes;28,9;0,0
2025-07-27;Nîmes;33,0;0,1
2025-07-28;Nîmes;28,0;0,0
2025-07-29;Nîmes;25,9;0,0
2025-07-30;Nîmes;27,1;0,0
2025-07-31;Nîmes;32,6;0,0
2025-08-01;Nîmes;27,1;0,0
2025-08-02;Nîmes;29,8;0,0
2025-08-03;Nîmes;23,9;0,0
2025-08-04;Nîmes;30,0;0,0
2025-08-05;Nîmes;24,7;0,0
2025-08-06;Nîmes;23,3;0,0
2025-08-07;Nîmes;28,0;0,0
2025-08-08;Nîmes;25,2;0,0
2025-08-09;Nîmes;27,1;0,0
2025-08-10;Nîmes;23,4;0,0
2025-08-11;Nîmes;32,1;0,0
2025-08-12;Nîmes;21,6;0,0
2025-08-13;Nîmes;26,8;0,0
2025-08-14;Nîmes;30,4;8,1
2025-08-15;Nîmes;25,1;7,5
2025-08-16;Nîmes;20,8;0,0
2025-08-17;Nîmes;24,9;0,0
2025-08-18;Nîmes;27,7;0,0
2025-08-19;Nîmes;27,4;3,2
2025-08-20;Nîmes;24,0;0,0
2025-08-21;Nîmes;27,0;0,0
2025-08-22;Nîmes;24,8;
2025-08-23;Nîmes;23,1;0,0
2025-08-24;Nîmes;25,2;0,0
2025-08-25;Nîmes;22,6;14,1
2025-08-26;Nîmes;24,2;0,0
2025-08-27;Nîmes;27,2;0,0
2025-08-28;Nîmes;25,6;0,0
2025-08-29;Nîmes;20,3;0,0
2025-08-30;Nîmes;25,1;0,0
2025-08-31;Nîmes;23,1;0,0
2025-09-01;Nîmes;22,3;12,1
2025-09-02;Nîmes;23,5;0,0
2025-09-03;Nîmes;22,8;0,0
2025-09-04;Nîmes;20,6;0,0
2025-09-05;Nîmes;25,0;0,0
2025-09-06;Nîmes;25,8;5,1
2025-09-07;Nîmes;24,4;0,0
